"country","year","energy_supply","protein_supply","fat_supply","carbohydrate_supply","dietary_fibre_supply","calcium_supply","iron_supply","zinc_supply","magnesium_supply","phosphorus_supply","potassium_supply","thiamin_supply","riboflavin_supply","vitamin_c_supply","vitamin_a_supply_retinol_equivalents","vitamin_a_supply_retinol_activity_equivalents","copper_supply","docosahexaenoic_acid_supply","vitamin_b6_supply","eicosapentaenoic_acid_supply","selenium_supply","vitamin_b12_supply","total_saturated_fatty_acids_supply","total_monounsaturated_fatty_acids_supply","total_polyunsaturated_fatty_acids_supply"
"Guinea",2020,2860,58.5,65.1,490.4,37.1,430,14.2,12.27,381,1079,3063,1.52,0.8,194,812,511,0.02,0.1,0.05,0.06,7,0.99,0.26,0.4,0.25
"Guinea",2021,2905,58,62.1,508.3,38.4,440,14.1,12.1,389,1081,3176,1.53,0.8,198,785,475,0.02,0.1,0.05,0.06,7,1.02,0.27,0.4,0.25
"Guinea",2022,2914,56.8,65.6,503.6,39,445,14.1,12.03,392,1077,3258,1.54,0.81,203,791,474,0.02,0.1,0.05,0.06,7,1.02,0.27,0.4,0.25
"Guinea-Bissau",2017,2259,48.8,70.1,341.2,21,332,10.1,8.61,296,921,1980,1.18,0.7,121,424,280,0,0.02,0.01,0.01,2,0.19,0.05,0.07,0.06
"Guinea-Bissau",2018,2275,47.8,73.7,338.6,20.7,319,9.8,8.41,291,898,1937,1.14,0.69,116,403,266,0,0.01,0.01,0.01,1,0.15,0.04,0.05,0.04
"Guinea-Bissau",2019,2276,47.5,70.4,346.5,20.2,314,9.6,8.24,285,897,1869,1.14,0.66,108,380,252,0,0.02,0.01,0.01,1,0.15,0.04,0.06,0.05
"Guinea-Bissau",2020,2297,48,68,356.9,21.4,314,9.7,8.45,289,898,1918,1.16,0.64,113,423,269,0,0.01,0.01,0.01,1,0.14,0.04,0.05,0.04
"Guinea-Bissau",2021,2292,48.6,68.5,352.8,21.7,317,10,8.62,302,927,1956,1.18,0.66,112,436,276,0,0.02,0.01,0.01,2,0.16,0.05,0.07,0.07
"Guinea-Bissau",2022,2291,48.6,64.7,360.6,22,311,10,8.65,300,925,1919,1.18,0.64,110,429,276,0,0.02,0.01,0.01,2,0.16,0.05,0.07,0.07
"Guyana",2017,3079,99.2,58.6,508.3,49.2,1054,21.8,14,585,1788,5436,1.86,1.83,392,1293,776,0.23,0.09,0.09,0.06,19,1.68,0.25,0.33,0.34
"Guyana",2018,3131,104.8,61,506.9,52,1092,23,14.52,610,1864,5882,1.94,1.92,445,1423,840,0.22,0.1,0.1,0.07,20,1.74,0.28,0.38,0.36
"Guyana",2019,3107,100,66.4,493.6,52.2,972,23.3,14.09,609,1752,5722,1.91,1.77,372,1417,849,0.18,0.11,0.1,0.07,19,1.67,0.3,0.41,0.37
"Guyana",2020,3151,105.5,70,491.6,53,1061,23.6,14.62,627,1857,5934,1.97,1.9,369,1424,857,0.18,0.11,0.1,0.07,19,1.67,0.3,0.41,0.37
"Guyana",2021,3200,107.9,70.2,499.1,51.6,1115,24.4,14.73,629,1917,5848,2,1.96,346,1432,866,0.18,0.11,0.1,0.07,19,1.67,0.3,0.41,0.37
"Guyana",2022,3254,108.7,71.8,507.4,51.4,1100,24.6,14.71,633,1922,5966,2.01,1.98,360,1459,881,0.18,0.11,0.1,0.07,19,1.67,0.3,0.41,0.37
"Haiti",2017,2173,52.2,50.7,346.9,31.4,337,11.4,7.99,322,905,2580,1.23,0.7,148,577,350,0.01,0.07,0.03,0.04,4,0.64,0.18,0.29,0.21
"Haiti",2018,2128,50.7,51.7,336.4,28.3,318,10.8,7.58,303,866,2319,1.14,0.7,131,516,328,0.01,0.06,0.03,0.04,4,0.53,0.15,0.25,0.18
"Haiti",2019,2112,47.7,45.1,346.1,24.9,309,10.1,7.37,286,848,2031,1.08,0.68,108,442,288,0.01,0.04,0.02,0.03,3,0.42,0.12,0.19,0.14
"Haiti",2020,2099,49.1,43.9,349.2,25,302,10.1,7.41,280,834,2044,1.08,0.64,110,457,299,0.01,0.04,0.02,0.03,3,0.42,0.12,0.19,0.14
"Haiti",2021,2076,47.7,42.7,347.4,25.1,272,10,7.21,278,814,1960,1.06,0.62,124,469,301,0.01,0.04,0.02,0.03,3,0.42,0.12,0.19,0.14
"Haiti",2022,1978,44.8,40.5,332.3,23.7,256,9.5,6.8,264,769,1851,1,0.58,118,441,279,0.01,0.04,0.02,0.03,3,0.42,0.12,0.19,0.14
"Honduras",2017,2600,59.8,79.7,389.7,27.3,449,11.2,8.16,343,1115,2196,1.27,0.98,87,383,300,0.01,0.02,0.01,0.01,2,0.22,0.07,0.11,0.09
"Honduras",2018,2623,61.6,80.4,391.3,27.4,474,11.4,8.35,346,1146,2226,1.29,1.01,88,375,300,0.01,0.03,0.02,0.02,2,0.27,0.09,0.13,0.09
"Honduras",2019,2630,61.4,84.9,383.3,27.2,465,11.3,8.26,343,1138,2201,1.29,0.99,81,394,314,0.01,0.04,0.02,0.02,3,0.35,0.11,0.17,0.12
"Honduras",2020,2618,61.1,87,375.2,27.3,456,11.4,8.33,346,1142,2182,1.31,0.99,71,371,302,0.01,0.04,0.02,0.02,3,0.35,0.11,0.17,0.12
"Honduras",2021,2665,63.6,90.5,374.5,27.2,464,11.4,8.46,349,1167,2241,1.33,1.02,77,372,302,0.01,0.04,0.02,0.02,3,0.35,0.11,0.17,0.12
"Honduras",2022,2655,63.7,87.5,380.1,27.3,488,11.8,8.55,353,1179,2311,1.34,1.04,81,416,307,0.01,0.04,0.02,0.02,3,0.35,0.11,0.17,0.12
"Hungary",2017,3235,91.6,147.4,336.2,25.6,758,13.4,11.05,334,1445,2943,1.76,1.48,103,963,703,0.01,0.05,0.03,0.03,3,0.37,0.13,0.2,0.15
"Hungary",2018,3293,94,153.3,335.9,25.2,786,13.9,11.27,334,1474,2922,1.79,1.55,102,1026,762,0.01,0.05,0.03,0.03,4,0.38,0.13,0.2,0.16
"Hungary",2019,3308,94.2,142.8,364.1,24.4,781,12.9,11.19,331,1497,2918,1.78,1.54,95,839,657,0.01,0.04,0.03,0.03,3,0.37,0.13,0.2,0.16
"Hungary",2020,3369,90.6,153.5,359.5,22.6,777,12.2,10.72,314,1450,2750,1.67,1.52,89,920,754,0.01,0.05,0.03,0.03,4,0.39,0.14,0.21,0.17
"Hungary",2021,3419,92.8,154.7,366.3,24,795,12.6,11.02,326,1489,2832,1.75,1.56,91,874,692,0.01,0.05,0.03,0.03,3,0.38,0.13,0.2,0.16
"Hungary",2022,3431,88.5,160.1,361.3,22.7,763,12.2,10.53,312,1426,2693,1.65,1.51,83,923,754,0.01,0.05,0.03,0.03,3,0.38,0.13,0.2,0.16
"Iceland",2017,3643,152.6,167,342.9,25.1,1823,19,18.55,479,2694,4296,2.03,2.92,136,1936,1690,0.23,0.67,0.38,0.39,57,7.42,1.68,2.32,1.63
"Iceland",2018,3656,152,163.7,356,28.2,1788,19.8,18.7,495,2699,4229,2.09,2.88,126,2014,1773,0.22,0.74,0.38,0.45,57,7.54,1.85,2.71,1.9
"Iceland",2019,3691,152.6,166.3,356.7,30.2,1813,20.5,18.95,508,2736,4292,2.15,2.97,127,2013,1761,0.22,0.78,0.38,0.48,57,8.02,1.96,2.93,2.04
"Iceland",2020,3671,151.3,164.7,355.8,33.2,1749,21.4,19.13,524,2724,4241,2.16,2.89,113,1969,1755,0.22,0.78,0.38,0.48,57,8.02,1.96,2.93,2.04
"Iceland",2021,3680,151.3,161.8,366.4,34.4,1742,22.2,19.24,537,2741,4263,2.16,2.88,117,2033,1815,0.22,0.78,0.38,0.48,57,8.02,1.96,2.93,2.04
"Iceland",2022,3683,151,163.2,365.4,31.7,1763,21.3,18.8,519,2719,4237,2.14,2.87,120,2076,1828,0.22,0.78,0.38,0.48,57,8.02,1.96,2.93,2.04
"India",2017,2521,67,56.9,415.6,35.4,712,15.4,10.14,401,1245,2961,1.48,1.11,144,741,464,0.02,0.05,0.03,0.03,4,0.57,0.16,0.25,0.15
"India",2018,2532,66.4,59,413.7,34.7,735,15.1,10.03,401,1246,2967,1.44,1.13,147,755,476,0.02,0.06,0.03,0.04,4,0.62,0.18,0.28,0.17
"India",2019,2534,67.9,59.3,411.9,34.7,767,15.4,10.2,407,1276,2998,1.47,1.17,149,745,476,0.02,0.06,0.04,0.04,4,0.64,0.19,0.29,0.18
"India",2020,2552,70.3,60.2,411.8,34.8,792,15.5,10.47,413,1318,3040,1.49,1.21,148,740,482,0.02,0.06,0.04,0.04,4,0.65,0.19,0.29,0.18
"India",2021,2562,71.2,61.5,409.9,35.5,821,16,10.62,421,1344,3107,1.51,1.24,149,761,498,0.02,0.07,0.04,0.04,4,0.69,0.2,0.31,0.19
"India",2022,2589,72.4,61.7,414.3,36.9,818,16.4,10.77,430,1352,3181,1.54,1.24,152,767,498,0.02,0.07,0.04,0.04,4,0.69,0.2,0.31,0.19
"Indonesia",2017,2962,73.9,62.1,511.8,29.6,376,13.3,11.97,400,1322,2458,1.56,0.81,146,508,347,0.13,0.32,0.19,0.2,26,3.68,0.92,1.39,0.86
"Indonesia",2018,2918,72.4,60.3,506.7,28.6,366,13.1,11.57,398,1311,2403,1.52,0.8,143,513,350,0.12,0.32,0.19,0.19,26,3.63,0.92,1.37,0.85
"Indonesia",2019,2906,73.3,70,481.3,28.2,370,13.1,11.38,392,1301,2401,1.49,0.81,143,535,372,0.11,0.33,0.2,0.2,26,3.66,0.94,1.42,0.87
"Indonesia",2020,2912,77.7,77.8,459.7,30.2,413,14.5,11.83,418,1347,2782,1.57,0.88,150,538,370,0.1,0.31,0.18,0.18,24,3.39,0.86,1.29,0.8
"Indonesia",2021,2900,78.3,78.3,455.3,30.2,415,14.6,11.82,418,1352,2790,1.57,0.89,149,537,366,0.11,0.31,0.18,0.18,25,3.47,0.88,1.3,0.81
"Indonesia",2022,2830,76.6,78.4,440.3,28.2,414,14,11.32,402,1320,2725,1.49,0.89,150,534,369,0.11,0.31,0.18,0.18,25,3.47,0.88,1.3,0.81
"Iran (Islamic Republic of)",2017,2876,84.4,73.3,450.5,37.5,472,16,10.71,399,1280,3195,1.58,1.05,188,791,538,0.02,0.09,0.05,0.05,6,0.8,0.26,0.38,0.29
"Iran (Islamic Republic of)",2018,2838,82.5,71.6,447.1,36.8,469,15.6,10.43,389,1251,3064,1.54,1.04,208,739,500,0.02,0.1,0.06,0.06,7,0.87,0.28,0.41,0.33
"Iran (Islamic Republic of)",2019,2914,82.4,78.6,450.5,37.1,479,15.4,10.39,390,1259,3148,1.54,1.05,221,748,500,0.02,0.09,0.06,0.06,7,0.85,0.28,0.42,0.32
"Iran (Islamic Republic of)",2020,2919,82.6,77.3,454.8,36.8,486,15,10.17,387,1259,2976,1.54,1.03,205,637,430,0.02,0.09,0.06,0.06,7,0.86,0.27,0.41,0.32
"Iran (Islamic Republic of)",2021,2883,82.3,79.5,440.7,37.5,538,15.8,10.28,396,1256,2989,1.54,1.07,221,826,539,0.02,0.09,0.05,0.05,7,0.83,0.27,0.4,0.32
"Iran (Islamic Republic of)",2022,2879,82.5,75,449.5,37.2,524,15.8,10.29,395,1256,2963,1.55,1.05,216,783,513,0.02,0.09,0.05,0.05,7,0.83,0.27,0.4,0.32
"Iraq",2017,2604,70.9,67.6,412.3,29.4,436,13.2,9.21,320,1140,2249,1.36,0.93,97,461,327,0.01,0.02,0.01,0.01,2,0.2,0.07,0.1,0.06
"Iraq",2018,2635,71.3,68.6,417.1,30,460,13.3,9.3,329,1165,2362,1.39,0.98,108,485,338,0,0.02,0.01,0.01,1,0.19,0.06,0.09,0.06
"Iraq",2019,2660,71.5,67.9,424.1,31.4,443,13.8,9.46,339,1161,2412,1.43,0.91,93,442,303,0,0.02,0.01,0.01,1,0.19,0.06,0.09,0.06
"Iraq",2020,2674,70.9,67,429.3,32.8,445,14,9.54,349,1168,2527,1.45,0.88,95,417,280,0,0.02,0.01,0.01,1,0.18,0.06,0.09,0.06
"Iraq",2021,2668,69.9,63.8,435.7,32.9,391,13.9,9.43,347,1140,2433,1.45,0.86,92,404,273,0,0.02,0.01,0.01,1,0.16,0.05,0.08,0.05
"Iraq",2022,2685,73,63.5,436.7,34.9,358,14.8,9.81,356,1155,2556,1.53,0.81,98,418,273,0,0.02,0.01,0.01,1,0.16,0.05,0.08,0.05
"Ireland",2017,3907,121.3,154,451.3,30.1,1599,17.2,15.33,495,2346,4458,1.97,2.88,147,1550,1215,0.04,0.2,0.11,0.12,16,1.63,0.56,0.85,0.8
"Ireland",2018,3938,124,151.5,458.1,30.2,1660,17.7,15.87,500,2412,4496,2.07,2.93,144,1517,1186,0.03,0.14,0.07,0.09,11,1.12,0.38,0.62,0.51
"Ireland",2019,3908,125.3,142.4,476.5,31.9,1528,19.2,16.03,530,2416,4650,2.19,3.07,134,1303,1002,0.04,0.14,0.07,0.08,12,1.14,0.36,0.57,0.48
"Ireland",2020,3888,126.4,149.5,452.4,29.7,1556,18.9,16.17,515,2377,4436,2.01,3,129,1231,943,0.04,0.14,0.07,0.08,12,1.14,0.36,0.57,0.48
"Ireland",2021,3892,139,154.7,442.7,27.8,1789,19.8,17.86,512,2578,4728,2.05,3.33,124,2076,1772,0.04,0.14,0.07,0.08,12,1.14,0.36,0.57,0.48
"Ireland",2022,3912,138.7,157.9,441.9,27.5,1763,19.7,17.67,505,2561,4688,2.04,3.36,123,2008,1711,0.04,0.14,0.07,0.08,12,1.14,0.36,0.57,0.48
"Israel",2017,3762,131.6,166.3,407.5,36.9,1203,19.7,16.6,524,2067,4159,1.73,2.01,203,1200,916,0.04,0.18,0.1,0.1,13,1.38,0.51,0.76,0.6
"Israel",2018,3701,131.9,161.6,401.1,36.2,1233,19.6,16.57,514,2079,4175,1.74,2.05,185,1301,995,0.04,0.17,0.1,0.1,12,1.33,0.5,0.74,0.6
"Israel",2019,3776,131.3,162.3,419.9,37.7,1295,20.5,16.95,545,2143,4212,1.84,2.08,189,1236,972,0.03,0.17,0.09,0.1,12,1.26,0.47,0.7,0.56
"Israel",2020,3808,134.2,164.9,418.9,37.9,1278,20.9,17.28,550,2148,4277,1.82,2.12,183,1328,1038,0.03,0.16,0.09,0.09,11,1.21,0.46,0.68,0.54
"Israel",2021,3861,136.3,164.5,427.3,40,1292,21.6,17.67,564,2166,4495,1.83,2.21,201,1404,1062,0.04,0.18,0.1,0.1,12,1.34,0.51,0.76,0.6
"Israel",2022,3923,138.7,166.7,435.1,41.3,1320,22,18.06,581,2230,4662,1.91,2.3,207,1381,1032,0.04,0.18,0.1,0.1,12,1.34,0.51,0.76,0.6
"Italy",2017,3553,113.4,152.2,392.9,34.6,982,17.1,14.2,430,1754,3646,1.98,1.59,164,1172,809,0.17,0.17,0.11,0.1,20,2.34,0.45,0.65,0.62
"Italy",2018,3550,114.3,151.6,392.7,34.4,1018,16.9,14.3,429,1773,3622,1.94,1.62,159,1190,839,0.16,0.17,0.11,0.1,20,2.3,0.46,0.66,0.63
"Italy",2019,3647,115.6,157.3,399.3,32.2,1199,15.9,14.59,434,1937,3747,1.96,1.9,145,969,742,0.15,0.17,0.11,0.1,19,2.25,0.45,0.65,0.61
"Italy",2020,3688,115.1,162,397.1,32.5,1221,15.7,14.44,436,1941,3710,1.91,1.93,141,890,698,0.15,0.17,0.11,0.1,19,2.25,0.45,0.65,0.61
"Italy",2021,3720,117.6,161.1,404.2,33.2,1261,16.3,14.81,449,2005,3907,2,2.01,148,943,723,0.15,0.17,0.11,0.1,19,2.25,0.45,0.65,0.61
"Italy",2022,3703,115.8,160.3,405,32,1280,15.9,14.59,442,1998,3819,1.95,2.05,145,882,698,0.15,0.17,0.11,0.1,19,2.25,0.45,0.65,0.61
"Jamaica",2017,2858,84.1,81.4,417.5,32.7,716,14.7,10.13,392,1392,3760,1.43,1.41,168,1488,936,0.05,0.21,0.12,0.13,17,2.08,0.55,0.87,0.68
"Jamaica",2018,2889,89,79.4,428.5,34.1,751,15.5,10.66,408,1466,3891,1.52,1.48,173,1559,975,0.05,0.21,0.12,0.14,17,2.07,0.57,0.9,0.72
"Jamaica",2019,2916,91.2,85.6,416.8,35,821,16.2,10.91,415,1546,4018,1.64,1.6,179,1633,1029,0.05,0.22,0.12,0.14,17,2.1,0.58,0.93,0.72
"Jamaica",2020,2840,87.8,82,409.7,35.2,814,15.9,10.66,409,1512,4053,1.63,1.59,183,1687,1044,0.04,0.22,0.12,0.14,17,2.02,0.58,0.93,0.74
"Jamaica",2021,2872,90,84.4,413.4,37.5,902,17.1,11.13,426,1602,4349,1.79,1.73,192,1833,1131,0.05,0.22,0.12,0.14,18,2.05,0.59,0.93,0.78
"Jamaica",2022,2929,93.2,85.7,421.1,39.5,933,17.7,11.41,442,1651,4588,1.85,1.77,211,1903,1168,0.05,0.22,0.12,0.14,18,2.05,0.59,0.93,0.78
"Japan",2017,2700,90.7,90,348.4,23.6,688,14.8,11.46,366,1427,2916,1.47,1.46,86,953,643,0.17,0.41,0.18,0.3,30,4.12,1.14,1.74,1.26
"Japan",2018,2671,91.3,89.7,345.9,23.8,697,15,11.53,367,1436,2940,1.48,1.49,88,967,653,0.16,0.41,0.17,0.3,30,3.98,1.14,1.76,1.28
"Japan",2019,2731,91.7,92.8,354,24.1,700,15,11.6,368,1441,2947,1.48,1.49,87,967,655,0.16,0.41,0.17,0.3,30,3.92,1.15,1.77,1.29
"Japan",2020,2674,92.2,91.6,339.9,23.7,691,14.9,11.52,364,1433,2917,1.46,1.48,86,954,647,0.16,0.41,0.17,0.3,30,3.92,1.15,1.77,1.29
"Japan",2021,2674,93.1,91.6,341.1,23.3,685,14.8,11.56,361,1434,2906,1.46,1.47,86,971,658,0.16,0.41,0.17,0.3,30,3.92,1.15,1.77,1.29
"Japan",2022,2691,94.3,92.4,343.1,23.8,687,15.1,11.7,365,1447,2943,1.49,1.48,87,974,659,0.16,0.41,0.17,0.3,30,3.92,1.15,1.77,1.29
"Jordan",2017,2724,72.5,85.9,400.8,28.1,527,12.7,9.32,332,1168,2486,1.3,1.01,87,518,363,0.01,0.04,0.02,0.03,3,0.35,0.12,0.18,0.17
"Jordan",2018,2642,72.5,87.2,377.6,27.4,527,12.5,9.24,325,1144,2432,1.26,1.01,83,516,359,0.01,0.04,0.02,0.02,3,0.31,0.11,0.16,0.15
"Jordan",2019,2587,68.5,91.7,358.6,25.5,526,11.9,8.82,309,1105,2292,1.2,0.98,78,504,367,0.01,0.04,0.02,0.02,3,0.3,0.11,0.16,0.14
"Jordan",2020,2581,71.5,86.1,366.1,26.8,529,12.5,9.16,321,1137,2364,1.25,0.99,85,544,392,0.01,0.05,0.03,0.03,4,0.37,0.13,0.19,0.18
"Jordan",2021,2534,72.2,84.8,356.4,27.1,525,12.6,9.19,324,1139,2507,1.26,1,96,579,416,0.01,0.03,0.02,0.02,3,0.29,0.1,0.14,0.12
"Jordan",2022,2557,71.4,83,366.7,27,511,12.3,9.1,321,1126,2448,1.25,0.97,89,532,378,0.01,0.03,0.02,0.02,3,0.29,0.1,0.14,0.12
"Kazakhstan",2017,3251,105.7,129.9,384.3,35.2,1316,17.8,14.54,479,1998,5103,1.79,2.42,188,1579,1198,0,0.02,0.01,0.01,2,0.25,0.07,0.1,0.07
"Kazakhstan",2018,3350,108.7,129.5,402.4,36.4,1321,18.3,15,499,2044,5167,1.84,2.43,191,1588,1207,0,0.03,0.01,0.02,2,0.26,0.07,0.1,0.07
"Kazakhstan",2019,3370,110,133.9,396.7,35.9,1352,18.4,15.2,498,2060,5229,1.82,2.5,197,1709,1280,0.01,0.03,0.02,0.02,2,0.32,0.09,0.13,0.09
"Kazakhstan",2020,3383,110.5,135.7,395.2,36.5,1353,18.6,15.29,500,2061,5319,1.81,2.5,210,1760,1321,0.01,0.03,0.02,0.02,2,0.32,0.09,0.13,0.09
"Kazakhstan",2021,3412,110.8,137.4,399.2,35.1,1382,18.2,15.33,494,2077,5241,1.8,2.53,208,1727,1307,0.01,0.03,0.02,0.02,2,0.32,0.09,0.13,0.09
"Kazakhstan",2022,3440,112.8,137.3,404.4,37.9,1394,19,15.57,514,2113,5449,1.86,2.56,220,1718,1293,0.01,0.03,0.02,0.02,2,0.32,0.09,0.13,0.09
"Kenya",2017,2204,59.2,49.3,360,33.6,549,13.8,9.29,402,1158,2984,1.57,1.08,108,854,578,0,0.02,0.01,0.01,1,0.19,0.06,0.1,0.06
"Kenya",2018,2238,59.6,49.8,366.8,34.5,559,14,9.41,410,1174,3105,1.6,1.1,117,859,563,0,0.02,0.01,0.01,1,0.19,0.06,0.1,0.06
"Kenya",2019,2301,60.5,49.3,381.2,37,596,14.8,9.64,434,1222,3317,1.73,1.15,127,913,586,0,0.02,0.01,0.01,1,0.18,0.06,0.1,0.06
"Kenya",2020,2266,57.5,55.4,363.5,35.2,594,14.5,9.08,410,1152,3271,1.65,1.13,134,956,624,0,0.02,0.01,0.01,1,0.16,0.06,0.1,0.06
"Kenya",2021,2171,55.9,52.6,348.7,33.5,603,13.8,8.65,394,1122,3172,1.57,1.12,127,818,546,0,0.02,0.01,0.01,1,0.17,0.06,0.1,0.06
"Kenya",2022,2100,54.8,50.3,337.7,32.7,588,13.5,8.47,380,1086,3062,1.54,1.08,129,808,536,0,0.02,0.01,0.01,1,0.17,0.06,0.1,0.06
"Kiribati",2017,3067,79.8,126.6,385.1,32.6,488,14,9.39,386,1271,3126,1.16,1.13,77,679,400,0.09,0.61,0.38,0.33,53,6.78,1.56,2,1.51
"Kiribati",2018,3092,80.8,127.1,389.1,33,462,14,9.48,389,1288,3098,1.17,1.09,70,614,369,0.09,0.61,0.38,0.33,53,6.88,1.55,1.97,1.44
"Kiribati",2019,3125,82.3,129.5,390.5,32.8,539,14.1,9.51,393,1336,3148,1.2,1.2,71,641,387,0.1,0.65,0.4,0.35,55,7.04,1.67,2.16,1.72
"Kiribati",2020,3086,84.3,122.8,392.6,32.2,579,16.2,10.25,394,1403,3174,1.34,1.53,76,1616,1361,0.1,0.65,0.4,0.35,55,7.04,1.67,2.16,1.72
"Kiribati",2021,3116,88.1,128.3,382.1,32.2,551,17.4,10.84,399,1426,3225,1.35,1.57,80,1861,1608,0.1,0.65,0.4,0.35,55,7.04,1.67,2.16,1.72
"Kiribati",2022,3104,85.4,129.3,382.7,31.9,551,14.6,9.87,389,1380,3140,1.28,1.27,70,619,383,0.1,0.65,0.4,0.35,55,7.04,1.67,2.16,1.72
"Kuwait",2017,3445,108.8,105.3,496.7,37.7,1015,20.4,14.45,470,1856,4047,1.79,1.92,170,1180,822,0.04,0.1,0.06,0.06,9,0.95,0.26,0.38,0.32
"Kuwait",2018,3432,106.3,114.8,475.3,36.3,955,19.9,14.15,451,1788,3886,1.71,1.8,158,1119,803,0.04,0.09,0.06,0.05,9,0.9,0.24,0.34,0.28
"Kuwait",2019,3470,111.4,110.1,488.3,39.6,1076,21.1,14.99,490,1896,4332,1.83,2.01,219,1410,991,0.05,0.09,0.06,0.05,9,0.92,0.25,0.36,0.3
"Kuwait",2020,3481,113.4,106.4,497,39.8,1086,21.1,15.28,498,1957,4360,1.86,2.11,203,1250,900,0.05,0.09,0.06,0.05,9,0.92,0.25,0.36,0.3
"Kuwait",2021,3504,110.8,122.9,469.9,37.7,962,21.2,14.94,466,1836,3965,1.8,1.96,205,1234,911,0.05,0.09,0.06,0.05,9,0.92,0.25,0.36,0.3
"Kuwait",2022,3507,114.6,113,488.7,37.4,948,21.4,15.15,486,1907,4106,1.85,2.03,178,1122,853,0.05,0.09,0.06,0.05,9,0.92,0.25,0.36,0.3
"Kyrgyzstan",2017,2728,86.6,70.8,410.9,36.6,1060,16.3,12.22,439,1657,4216,1.67,1.92,150,1511,1052,0,0.01,0.01,0.01,1,0.09,0.03,0.04,0.03
"Kyrgyzstan",2018,2765,89.5,75.1,407.5,36.9,1071,16.7,12.55,446,1697,4256,1.7,1.98,148,1614,1155,0,0.01,0,0,1,0.08,0.02,0.03,0.03
"Kyrgyzstan",2019,2762,88.3,78.8,400.4,35.8,1073,16.5,12.57,450,1714,4441,1.69,2.02,153,1623,1173,0,0.01,0,0,1,0.07,0.02,0.03,0.02
"Kyrgyzstan",2020,2733,90.1,74.8,400.5,36.6,1086,16.6,12.75,448,1723,4352,1.69,2.02,144,1635,1179,0,0.01,0,0,0,0.06,0.02,0.02,0.02
"Kyrgyzstan",2021,2712,91.9,80,381.6,37.6,1074,17.1,13.11,457,1745,4530,1.74,2.02,144,1595,1164,0,0.01,0.01,0.01,1,0.12,0.04,0.06,0.05
"Kyrgyzstan",2022,2761,93.7,79.5,391.7,38.8,1095,17.6,13.36,467,1780,4602,1.77,2.07,149,1715,1242,0,0.01,0.01,0.01,1,0.12,0.04,0.06,0.05
"Lao People's Democratic Republic",2017,3129,79.1,39.8,582.3,43.6,1081,24.3,12.68,626,1461,4544,1.9,1.54,233,2502,1366,0.05,0.2,0.12,0.12,12,1.97,0.64,0.97,0.58
"Lao People's Democratic Republic",2018,3153,79,38.9,593.3,44.7,1087,24.5,12.68,636,1466,4668,1.91,1.56,238,2529,1380,0.05,0.2,0.12,0.12,12,1.98,0.65,0.98,0.58
"Lao People's Democratic Republic",2019,3180,78.5,43,590.9,44.3,1042,24.5,12.65,622,1448,4437,1.87,1.44,232,2433,1330,0.05,0.21,0.12,0.12,13,2.01,0.66,0.99,0.59
"Lao People's Democratic Republic",2020,3163,79.1,43.3,586.3,44.7,1088,25.1,12.66,623,1452,4561,1.88,1.5,235,2576,1418,0.05,0.21,0.12,0.12,13,2.01,0.66,0.99,0.59
"Lao People's Democratic Republic",2021,3129,80.5,42.6,576.6,44.9,1134,25.5,13.08,625,1486,4556,1.93,1.57,240,2656,1455,0.05,0.21,0.12,0.12,13,2.01,0.66,0.99,0.59
"Lao People's Democratic Republic",2022,3171,80.5,42.3,589.8,44.1,1087,24.6,12.93,607,1491,4512,1.93,1.57,235,2471,1356,0.05,0.21,0.12,0.12,13,2.01,0.66,0.99,0.59
"Latvia",2017,3207,107.6,128.4,354.2,38.5,1162,17.8,14.13,475,1947,4434,2,1.96,173,1404,1023,0.04,0.19,0.12,0.11,17,1.7,0.49,0.74,0.59
"Latvia",2018,3248,105.2,130,364.6,37.3,1084,17.7,13.88,460,1888,4187,1.99,1.89,157,1422,1059,0.04,0.2,0.12,0.12,17,1.73,0.54,0.81,0.71
"Latvia",2019,3265,108.5,135.4,357.4,36.2,1100,17.1,14.16,459,1969,4022,1.95,1.91,134,1134,902,0.05,0.24,0.13,0.15,19,2.04,0.63,0.95,0.76
"Latvia",2020,3241,105.6,145.9,334.6,32.7,1149,16.3,13.48,432,1905,3659,1.79,1.88,125,1215,967,0.05,0.24,0.13,0.15,19,2.04,0.63,0.95,0.76
"Latvia",2021,3273,106,148.4,338.1,30.4,1129,15.6,13.3,412,1857,3492,1.77,1.87,118,1193,959,0.05,0.24,0.13,0.15,19,2.04,0.63,0.95,0.76
"Latvia",2022,3311,108.4,151.7,335.7,29.2,1135,15.5,13.48,408,1879,3417,1.79,1.85,112,1151,920,0.05,0.24,0.13,0.15,19,2.04,0.63,0.95,0.76
"Lebanon",2017,2926,81.8,96.9,409.9,34.9,711,15.1,10.84,398,1377,3374,1.41,1.23,181,737,497,0.02,0.07,0.04,0.04,6,0.59,0.18,0.27,0.24
"Lebanon",2018,2924,83,102.4,397.2,33.8,743,14.9,11.02,393,1409,3289,1.42,1.25,182,707,493,0.02,0.07,0.04,0.04,6,0.62,0.19,0.28,0.25
"Lebanon",2019,2889,81.4,98.6,398.3,34.2,735,14.9,10.91,394,1389,3349,1.42,1.24,186,697,483,0.02,0.06,0.04,0.04,5,0.54,0.16,0.24,0.21
