"country","year","energy_supply","protein_supply","fat_supply","carbohydrate_supply","dietary_fibre_supply","calcium_supply","iron_supply","zinc_supply","magnesium_supply","phosphorus_supply","potassium_supply","thiamin_supply","riboflavin_supply","vitamin_c_supply","vitamin_a_supply_retinol_equivalents","vitamin_a_supply_retinol_activity_equivalents","copper_supply","docosahexaenoic_acid_supply","vitamin_b6_supply","eicosapentaenoic_acid_supply","selenium_supply","vitamin_b12_supply","total_saturated_fatty_acids_supply","total_monounsaturated_fatty_acids_supply","total_polyunsaturated_fatty_acids_supply"
"Timor-Leste",2017,2325,66.1,57.6,372,24.1,381,12.7,9.53,331,1107,2157,1.44,0.92,55,423,260,0.01,0.06,0.04,0.04,5,0.61,0.17,0.25,0.21
"Timor-Leste",2018,2275,63,57.4,364.9,23.2,363,12.3,9.21,319,1066,2049,1.42,0.86,50,403,244,0.01,0.05,0.03,0.03,4,0.58,0.14,0.19,0.15
"Timor-Leste",2019,2293,61.7,63.3,357.8,22.8,342,11.8,8.96,317,1044,2047,1.38,0.82,48,374,231,0.01,0.07,0.04,0.04,5,0.75,0.18,0.24,0.19
"Timor-Leste",2020,2267,61.1,59.1,360.9,23.4,370,11.8,8.87,318,1062,2026,1.38,0.82,47,374,230,0.01,0.07,0.04,0.04,5,0.72,0.17,0.23,0.18
"Timor-Leste",2021,2240,61.3,57.7,357.9,21.9,349,13.2,9.25,302,1052,1982,1.34,1.03,51,1292,1152,0.01,0.06,0.04,0.04,5,0.67,0.16,0.23,0.18
"Timor-Leste",2022,2269,63.8,59.4,357.9,22.1,381,13.9,9.5,312,1105,2076,1.42,1.12,52,1442,1305,0.01,0.06,0.04,0.04,5,0.67,0.16,0.23,0.18
"Togo",2017,2377,55.1,50.1,401.7,44.5,320,14.4,10.62,445,1113,3222,1.63,0.69,127,572,395,0.02,0.1,0.05,0.06,6,0.96,0.28,0.45,0.28
"Togo",2018,2364,54.4,50.4,398.5,44.5,317,14.4,10.57,443,1098,3218,1.62,0.7,127,586,412,0.01,0.07,0.03,0.05,5,0.71,0.21,0.33,0.21
"Togo",2019,2436,55.5,62.2,389.7,43,297,14.3,10.09,460,1121,3007,1.6,0.66,102,382,223,0.01,0.08,0.04,0.05,5,0.73,0.21,0.34,0.22
"Togo",2020,2497,53,61.6,407.4,44,333,14.2,10.6,459,1116,3130,1.65,0.68,123,407,237,0.01,0.08,0.04,0.05,5,0.73,0.21,0.34,0.22
"Togo",2021,2553,55.3,56.6,427.9,46.1,336,14.7,11,479,1182,3284,1.73,0.7,126,401,231,0.01,0.08,0.04,0.05,5,0.73,0.21,0.34,0.22
"Togo",2022,2598,57.1,55.2,439.7,46.5,352,14.9,11.27,489,1230,3322,1.79,0.73,124,402,234,0.01,0.08,0.04,0.05,5,0.73,0.21,0.34,0.22
"Tonga",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonga",2019,2988,132.6,119.4,320.5,39.8,897,22.3,15.03,503,1909,5073,2.13,2.03,244,2039,1195,0.05,0.26,0.15,0.16,21,2.3,0.71,1.02,1.02
"Tonga",2020,2967,124.2,116,329.7,41.2,943,22.5,14.67,507,1882,5183,2.13,2.08,254,2133,1234,0.05,0.26,0.15,0.16,21,2.3,0.71,1.02,1.02
"Tonga",2021,3002,138.3,125.1,304.9,39,929,22.7,15.61,505,1978,5231,2.15,2.16,247,2137,1261,0.05,0.26,0.15,0.16,21,2.3,0.71,1.02,1.02
"Tonga",2022,2967,124.3,124.2,311,39.7,957,22.2,14.77,499,1893,5224,2.11,2.14,252,2168,1264,0.05,0.26,0.15,0.16,21,2.3,0.71,1.02,1.02
"Trinidad and Tobago",2017,2980,92.2,95.7,409.3,29.9,595,15.1,11.3,399,1483,2826,1.53,1.28,143,808,664,0.04,0.13,0.07,0.08,11,1.22,0.34,0.53,0.4
"Trinidad and Tobago",2018,2965,92.1,94.6,407.9,29.9,586,15.2,11.4,400,1481,2811,1.52,1.29,149,876,730,0.04,0.13,0.07,0.08,11,1.21,0.34,0.53,0.41
"Trinidad and Tobago",2019,2953,92.5,94.6,407.5,30,587,15.2,11.47,403,1501,2769,1.52,1.33,146,799,664,0.04,0.13,0.07,0.08,11,1.18,0.33,0.52,0.4
"Trinidad and Tobago",2020,2953,87.2,96,409.6,29.9,584,14.9,11.05,408,1452,2845,1.49,1.33,153,892,731,0.04,0.13,0.07,0.08,11,1.18,0.33,0.52,0.4
"Trinidad and Tobago",2021,2924,85.2,97.5,398.4,29.4,570,14.5,10.8,401,1419,2734,1.47,1.24,140,773,626,0.04,0.13,0.07,0.08,11,1.18,0.33,0.52,0.4
"Trinidad and Tobago",2022,2917,86.8,98.5,394.3,29.1,557,14.6,10.8,400,1427,2794,1.46,1.24,146,838,687,0.04,0.13,0.07,0.08,11,1.18,0.33,0.52,0.4
"Tunisia",2017,3349,99.9,97.3,490.6,49.3,892,20.3,12.81,516,1665,4199,1.93,1.71,276,1334,842,0.02,0.09,0.05,0.05,8,0.82,0.24,0.34,0.32
"Tunisia",2018,3397,100.6,102,490.6,49.9,896,20.7,12.97,520,1683,4240,1.95,1.7,261,1327,842,0.03,0.1,0.06,0.06,9,0.95,0.27,0.38,0.36
"Tunisia",2019,3449,102,104.2,496.1,51.3,921,21,13.11,535,1716,4430,1.98,1.76,283,1385,868,0.03,0.12,0.07,0.07,11,1.2,0.32,0.45,0.4
"Tunisia",2020,3473,102,100.5,509.2,52,919,21.5,13.23,538,1720,4452,2.01,1.76,279,1391,867,0.03,0.11,0.07,0.07,10,1.08,0.3,0.42,0.38
"Tunisia",2021,3470,104.7,95.7,516,52.7,901,21.5,13.4,544,1738,4495,2.05,1.82,289,1375,864,0.03,0.12,0.07,0.07,10,1.17,0.31,0.43,0.38
"Tunisia",2022,3472,102.4,101.9,505.6,50.4,884,20.5,13.08,523,1695,4203,1.96,1.76,264,1306,827,0.03,0.12,0.07,0.07,10,1.17,0.31,0.43,0.38
"Türkiye",2017,3743,108.6,127.5,510.8,50.1,1074,21.5,14.45,543,1903,4778,2.08,1.93,260,1267,877,0.01,0.03,0.02,0.02,3,0.41,0.09,0.12,0.09
"Türkiye",2018,3788,109.7,131.9,510.5,49.8,1115,21.7,14.62,548,1937,4767,2.08,1.98,251,1242,876,0.01,0.04,0.02,0.02,3,0.47,0.1,0.14,0.1
"Türkiye",2019,3801,109,133.2,511.1,51.1,1155,22.1,14.47,555,1950,4968,2.09,2.02,268,1303,895,0.01,0.04,0.02,0.02,3,0.44,0.1,0.14,0.1
"Türkiye",2020,3830,115.6,138.6,497.3,52,1298,23.6,15.67,571,2071,5048,2.1,2.12,267,1372,969,0.01,0.04,0.02,0.02,3,0.44,0.1,0.14,0.1
"Türkiye",2021,3830,116.1,138.7,496.9,53.7,1324,25.2,15.9,584,2079,5086,2.11,2.12,294,1361,959,0.01,0.04,0.02,0.02,3,0.44,0.1,0.14,0.1
"Türkiye",2022,3861,115.9,143.1,494.3,54.5,1291,26.3,15.98,584,2046,5080,2.1,2.09,293,1399,978,0.01,0.04,0.02,0.02,3,0.44,0.1,0.14,0.1
"Turkmenistan",2017,2903,101.8,78.3,426.7,33.5,819,17.3,14.03,407,1649,3596,1.78,1.78,106,1360,1055,0.01,0.02,0.01,0.01,1,0.22,0.07,0.11,0.07
"Turkmenistan",2018,2885,101.7,79.8,419.4,32.6,785,17,13.8,397,1615,3481,1.74,1.73,102,1320,1025,0,0.02,0.01,0.01,1,0.2,0.07,0.1,0.06
"Turkmenistan",2019,2853,99.4,77.5,418.9,32.1,764,16.9,13.57,390,1582,3425,1.73,1.7,98,1354,1062,0,0.02,0.01,0.01,1,0.2,0.06,0.1,0.06
"Turkmenistan",2020,2868,99.1,83.3,410.1,31.7,773,16.9,13.57,388,1588,3491,1.71,1.72,99,1367,1080,0,0.02,0.01,0.01,1,0.19,0.06,0.09,0.06
"Turkmenistan",2021,2879,99.7,82.4,413.9,31.8,768,16.9,13.58,394,1586,3538,1.7,1.71,102,1365,1077,0,0.02,0.01,0.01,1,0.22,0.07,0.1,0.06
"Turkmenistan",2022,2835,100.2,76.9,415.1,31.9,740,16.8,13.58,398,1579,3612,1.69,1.68,104,1336,1048,0,0.02,0.01,0.01,1,0.22,0.07,0.1,0.06
"Tuvalu",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuvalu",2019,2903,91.4,108.7,370,30.8,766,16.5,10.23,391,1514,3432,1.57,1.63,141,882,541,0.05,0.35,0.23,0.21,31,3.39,0.89,1.33,0.92
"Tuvalu",2020,2962,96,110.3,376.8,31.7,783,17.3,10.88,401,1567,3477,1.63,1.67,139,920,569,0.05,0.38,0.24,0.23,32,3.74,0.98,1.45,1.07
"Tuvalu",2021,2983,92.9,102.1,401.3,31.7,786,17.1,10.89,403,1559,3414,1.61,1.64,135,902,550,0.06,0.41,0.24,0.25,32,4.11,1.05,1.59,1.11
"Tuvalu",2022,2973,91,99.4,405.1,30.8,789,16.9,10.71,400,1560,3330,1.63,1.61,132,889,549,0.06,0.41,0.24,0.25,32,4.11,1.05,1.59,1.11
"Uganda",2017,2054,48.1,54.8,313.5,37.2,473,13.1,8.74,418,950,3415,1.33,0.81,128,1038,594,0.02,0.09,0.05,0.05,5,0.85,0.28,0.44,0.26
"Uganda",2018,2140,49.1,54.4,333.3,39.6,510,13.5,9.18,435,975,3728,1.36,0.89,144,1019,589,0.02,0.09,0.05,0.06,5,0.83,0.29,0.47,0.28
"Uganda",2019,2128,48.1,52.8,334.8,38.9,455,12.9,8.38,435,935,3857,1.3,0.86,140,968,561,0.03,0.12,0.07,0.07,7,1.11,0.37,0.58,0.35
"Uganda",2020,2162,49.6,53.1,341.4,39,436,13.1,8.36,444,958,3810,1.32,0.86,129,933,542,0.02,0.12,0.07,0.07,7,1.07,0.36,0.58,0.35
"Uganda",2021,2175,52.7,50.2,345.8,41.5,450,13.9,8.79,469,1010,4058,1.39,0.88,131,937,544,0.03,0.13,0.07,0.08,7,1.14,0.39,0.64,0.38
"Uganda",2022,2167,52.8,49.2,347,41.5,448,13.9,8.82,467,1011,4038,1.39,0.87,127,916,531,0.03,0.13,0.07,0.08,7,1.14,0.39,0.64,0.38
"Ukraine",2017,3034,94.6,83.3,442.2,38.4,830,16.7,12.23,461,1658,4489,1.9,1.62,175,1243,835,0.02,0.08,0.05,0.04,7,0.87,0.21,0.28,0.2
"Ukraine",2018,2989,93.1,90.2,415.6,35.9,898,15.9,11.91,444,1653,4500,1.81,1.74,179,1298,872,0.02,0.08,0.05,0.05,7,0.97,0.23,0.31,0.22
"Ukraine",2019,2943,94.9,88.5,404.7,36.3,932,16.6,12.26,444,1690,4543,1.81,1.89,182,1587,1155,0.03,0.09,0.05,0.05,8,1.02,0.24,0.34,0.25
"Ukraine",2020,2925,92.2,86.7,407.7,35.8,936,15.9,11.96,440,1662,4481,1.76,1.82,178,1315,896,0.03,0.09,0.05,0.05,8,1.03,0.24,0.33,0.24
"Ukraine",2021,2937,90.7,86.5,411.4,37.8,878,16.4,11.89,446,1628,4500,1.79,1.72,180,1296,865,0.04,0.1,0.06,0.06,8,1.1,0.26,0.36,0.26
"Ukraine",2022,2849,89.9,85.7,396.6,35.2,869,15.7,11.52,425,1585,4385,1.76,1.68,170,1235,831,0.04,0.1,0.06,0.06,8,1.1,0.26,0.36,0.26
"United Arab Emirates",2017,3218,91.4,116.8,433.5,33.3,673,16.8,11.85,401,1450,3091,1.49,1.33,81,687,504,0.06,0.19,0.11,0.11,16,1.85,0.52,0.76,0.58
"United Arab Emirates",2018,3228,93.1,126.8,413.5,30.3,686,15.6,11.83,379,1457,2919,1.45,1.35,84,655,492,0.06,0.19,0.1,0.12,15,1.88,0.52,0.8,0.56
"United Arab Emirates",2019,3304,94.6,134.8,411.7,33.1,619,16.8,12.06,394,1436,2993,1.49,1.38,89,687,511,0.06,0.19,0.1,0.11,15,1.91,0.51,0.77,0.54
"United Arab Emirates",2020,3301,112.8,139.4,377.1,39.7,775,20.8,14.55,465,1699,3674,1.73,1.65,129,1093,816,0.06,0.19,0.1,0.11,15,1.91,0.51,0.77,0.54
"United Arab Emirates",2021,3316,118.7,137.5,378.6,41,804,21.6,15.54,493,1807,3885,1.9,1.71,135,1152,865,0.06,0.19,0.1,0.11,15,1.91,0.51,0.77,0.54
"United Arab Emirates",2022,3323,115.3,130.8,400.2,37.7,729,19.6,14.9,459,1762,3563,1.84,1.63,99,850,642,0.06,0.19,0.1,0.11,15,1.91,0.51,0.77,0.54
"United Kingdom of Great Britain and Northern Ireland",2017,3387,111.1,132.2,396.6,30.4,1116,17.4,14.12,444,1921,4168,1.94,2.14,135,1188,902,0.04,0.11,0.07,0.07,12,1.02,0.31,0.49,0.4
"United Kingdom of Great Britain and Northern Ireland",2018,3344,111.2,131.3,387.8,29.9,1112,17,14.04,437,1918,3972,1.93,2.12,129,1145,880,0.04,0.1,0.06,0.06,11,0.93,0.28,0.44,0.36
"United Kingdom of Great Britain and Northern Ireland",2019,3379,108.4,138.4,385.7,29.4,1097,16.8,13.73,428,1885,3776,1.89,2.1,128,1159,882,0.04,0.1,0.06,0.06,11,0.96,0.29,0.46,0.37
"United Kingdom of Great Britain and Northern Ireland",2020,3375,111.7,139.9,377.2,30.6,1147,17.6,14.27,443,1953,3972,1.98,2.19,134,1205,915,0.04,0.1,0.06,0.06,11,0.96,0.29,0.46,0.37
"United Kingdom of Great Britain and Northern Ireland",2021,3348,109.2,138.5,375.8,29.5,1133,16.9,13.9,431,1921,3834,1.9,2.16,128,1210,931,0.04,0.1,0.06,0.06,11,0.96,0.29,0.46,0.37
"United Kingdom of Great Britain and Northern Ireland",2022,3356,109.1,141,374.5,29.2,1098,16.7,13.73,426,1901,3765,1.88,2.15,119,1202,931,0.04,0.1,0.06,0.06,11,0.96,0.29,0.46,0.37
"United Republic of Tanzania",2017,2353,58,58.3,370,41.6,536,15.8,9.63,479,1141,3425,1.54,0.9,128,1211,681,0.01,0.06,0.03,0.03,3,0.42,0.16,0.29,0.18
"United Republic of Tanzania",2018,2335,57.8,52.4,379.2,42,553,15.9,9.77,475,1141,3522,1.51,0.91,133,1169,666,0.01,0.05,0.03,0.03,3,0.4,0.15,0.27,0.17
"United Republic of Tanzania",2019,2358,56.2,57.4,375.9,39.9,534,15.3,9.39,460,1123,3331,1.45,0.89,122,1017,594,0.01,0.06,0.03,0.03,3,0.43,0.16,0.3,0.18
"United Republic of Tanzania",2020,2374,56.7,58.9,376.2,38.9,529,15.1,9.28,458,1141,3254,1.44,0.92,116,1007,596,0.01,0.06,0.03,0.03,3,0.43,0.16,0.3,0.18
"United Republic of Tanzania",2021,2390,57.6,58.6,379.5,39.2,520,15.2,9.41,464,1158,3264,1.45,0.91,111,999,592,0.01,0.06,0.03,0.03,3,0.43,0.16,0.3,0.18
"United Republic of Tanzania",2022,2359,58.5,54.2,380.8,40,547,15.4,9.52,467,1175,3334,1.47,0.94,110,1008,599,0.01,0.06,0.03,0.03,3,0.43,0.16,0.3,0.18
"United States of America",2017,3791,120.1,165.7,412.2,27.3,1074,14.7,14.95,427,1897,3855,1.68,1.94,134,1010,758,0.07,0.09,0.06,0.05,10,1.05,0.25,0.36,0.3
"United States of America",2018,3823,121.7,170.9,410.1,27.5,1069,14.9,15.21,429,1919,3857,1.67,2.01,141,1027,778,0.07,0.09,0.06,0.05,10,1.04,0.25,0.36,0.3
"United States of America",2019,3876,123.3,175,412.4,27.8,1086,15.1,15.4,433,1943,3894,1.7,2.05,145,1116,832,0.07,0.09,0.06,0.06,11,1.07,0.26,0.38,0.31
"United States of America",2020,3892,125.7,176.3,411.2,28.6,1080,15.4,15.72,448,1977,3917,1.74,2.01,136,1067,806,0.07,0.09,0.06,0.06,11,1.07,0.26,0.38,0.31
"United States of America",2021,3893,122.1,177.3,412.1,27.4,1085,15,15.39,432,1935,3790,1.68,1.99,135,1077,816,0.07,0.09,0.06,0.06,11,1.07,0.26,0.38,0.31
"United States of America",2022,3912,122.9,178.4,415.2,27.7,1082,15.2,15.45,430,1935,3808,1.7,1.99,137,1084,817,0.07,0.09,0.06,0.06,11,1.07,0.26,0.38,0.31
"Uruguay",2017,3191,91.6,109.5,426.5,27.2,993,14,12.38,373,1611,3167,1.57,1.73,114,1050,735,0.02,0.07,0.04,0.04,6,0.66,0.19,0.27,0.24
"Uruguay",2018,3241,95.4,109.8,434.7,27.6,1112,14.3,12.78,384,1705,3234,1.6,1.84,109,1123,807,0.02,0.07,0.04,0.04,6,0.63,0.18,0.26,0.24
"Uruguay",2019,3278,99.9,119.9,416.6,26.8,1122,14.2,13.06,385,1752,3246,1.6,1.88,108,1164,847,0.02,0.06,0.04,0.03,5,0.54,0.16,0.24,0.23
"Uruguay",2020,3257,98.2,118.1,415.9,27.4,1129,14.4,12.82,394,1756,3234,1.61,1.88,106,1203,878,0.02,0.05,0.03,0.03,4,0.46,0.13,0.19,0.19
"Uruguay",2021,3289,101.3,121.8,410.4,27.9,1195,14.6,12.92,403,1812,3419,1.66,1.96,122,1238,914,0.03,0.07,0.04,0.04,7,0.67,0.19,0.27,0.23
"Uruguay",2022,3307,102.2,119.5,418.1,27.5,1221,14.5,12.89,398,1827,3361,1.68,2.03,124,1250,923,0.03,0.07,0.04,0.04,7,0.67,0.19,0.27,0.23
"Uzbekistan",2017,3184,101.8,96.8,448.6,45.4,1396,20,14.36,512,1868,5181,1.88,2.23,240,2647,1618,0,0.02,0.01,0.01,1,0.21,0.07,0.1,0.06
"Uzbekistan",2018,3211,102.3,92.6,465.1,44.1,1291,18.5,14.3,481,1866,4913,1.85,2.14,211,2358,1498,0.01,0.02,0.01,0.01,1,0.23,0.07,0.11,0.07
"Uzbekistan",2019,3235,105.4,95.3,461.1,45.4,1365,19.9,14.78,509,1918,5148,1.9,2.25,231,2726,1704,0.01,0.03,0.02,0.02,2,0.31,0.1,0.15,0.09
"Uzbekistan",2020,3247,105.4,97,460,45.3,1379,19.8,14.75,509,1932,5138,1.89,2.27,225,2705,1698,0.01,0.03,0.02,0.02,2,0.31,0.1,0.15,0.09
"Uzbekistan",2021,3254,103.8,104.4,447.3,44.6,1382,19.2,14.56,503,1918,5214,1.85,2.25,224,2804,1761,0.01,0.03,0.02,0.02,2,0.31,0.1,0.15,0.09
"Uzbekistan",2022,3272,105.9,101.1,456.2,45.5,1415,19.7,14.9,511,1971,5410,1.87,2.36,231,3125,1939,0.01,0.03,0.02,0.02,2,0.31,0.1,0.15,0.09
"Vanuatu",2017,2844,77.6,109.7,362.2,39.7,584,18.6,10.7,454,1420,4522,1.62,1.42,182,791,495,0.06,0.26,0.16,0.15,22,2.45,0.7,0.99,0.93
"Vanuatu",2018,2833,75.9,115.2,350.7,38.6,580,18.1,10.48,444,1397,4459,1.59,1.39,174,759,469,0.08,0.25,0.15,0.15,23,2.37,0.68,0.96,0.95
"Vanuatu",2019,2799,73.6,115.8,341.4,39.2,574,18.2,10.23,442,1379,4478,1.57,1.37,180,740,459,0.07,0.26,0.16,0.16,23,2.39,0.72,1.02,1.03
"Vanuatu",2020,2803,74.4,112,352.4,39,558,17.9,10.23,441,1364,4399,1.57,1.34,176,734,451,0.07,0.26,0.16,0.16,23,2.39,0.72,1.02,1.03
"Vanuatu",2021,2799,75.3,112.6,349.7,37.5,569,17.5,10.26,436,1360,4261,1.53,1.35,170,743,463,0.07,0.26,0.16,0.16,23,2.39,0.72,1.02,1.03
"Vanuatu",2022,2790,72.5,112.1,350.7,37.1,565,17.2,9.96,428,1345,4241,1.5,1.35,169,719,445,0.07,0.26,0.16,0.16,23,2.39,0.72,1.02,1.03
"Venezuela (Bolivarian Republic of)",2017,2292,58.8,75.4,325.5,23.6,399,9.8,8.19,282,959,2170,1.03,0.88,101,622,449,0.02,0.07,0.04,0.04,6,0.93,0.18,0.22,0.16
"Venezuela (Bolivarian Republic of)",2018,2194,53.4,86,286.4,19.8,410,8.4,7.69,249,898,2009,0.89,0.79,98,617,457,0.02,0.07,0.04,0.04,6,0.95,0.19,0.24,0.18
"Venezuela (Bolivarian Republic of)",2019,2238,58.1,83.8,298.5,21.7,451,9.4,8.05,266,978,2139,0.98,1.03,95,607,447,0.02,0.07,0.05,0.04,6,0.98,0.19,0.24,0.18
"Venezuela (Bolivarian Republic of)",2020,2299,60.7,79.6,320,23.1,469,10.1,8.56,280,1011,2207,1.01,1.05,100,646,468,0.02,0.07,0.05,0.04,6,0.98,0.19,0.24,0.18
"Venezuela (Bolivarian Republic of)",2021,2302,63.2,74.2,329.9,24,472,10.4,8.76,289,1072,2293,1.09,1.13,106,661,479,0.02,0.07,0.05,0.04,6,0.98,0.19,0.24,0.18
"Venezuela (Bolivarian Republic of)",2022,2318,63.7,76.9,325.8,24.4,468,10.5,8.87,289,1072,2337,1.1,1.12,111,679,496,0.02,0.07,0.05,0.04,6,0.98,0.19,0.24,0.18
"Viet Nam",2017,2897,89.9,57.3,475.9,33.2,852,20.1,13.52,511,1483,3603,1.95,1.43,232,1897,1072,0.16,0.21,0.13,0.13,19,2.84,0.6,0.91,0.58
"Viet Nam",2018,2926,91.9,60.8,472.9,34.2,885,20.8,13.82,529,1521,3732,1.99,1.49,246,1975,1119,0.15,0.22,0.13,0.14,20,2.93,0.65,0.98,0.62
"Viet Nam",2019,2965,93.5,60.7,479.9,34.9,897,20.8,13.8,532,1541,3826,1.96,1.51,265,2005,1137,0.17,0.24,0.14,0.15,21,3.1,0.7,1.05,0.67
"Viet Nam",2020,3010,94.8,58.7,496.1,34.5,906,20.5,13.9,526,1547,3805,1.96,1.51,226,1974,1104,0.18,0.24,0.15,0.15,22,3.29,0.7,1.04,0.67
"Viet Nam",2021,3049,97.6,65.6,487.4,34.7,925,21.2,14.39,544,1598,3928,2.06,1.57,240,2008,1134,0.18,0.24,0.15,0.15,22,3.22,0.69,1.04,0.67
"Viet Nam",2022,3073,98.5,67.4,487.4,37.3,941,21.9,14.48,562,1607,4115,2.1,1.58,272,2090,1171,0.18,0.24,0.15,0.15,22,3.22,0.69,1.04,0.67
"Yemen",2017,1996,53,39.3,343.9,27.2,342,17.3,7.35,283,830,1561,1.08,0.56,44,250,181,0,0.03,0.02,0.02,2,0.3,0.07,0.09,0.07
"Yemen",2018,1994,52.2,36.8,350.5,26.1,326,16.8,7.26,277,817,1469,1.06,0.52,42,226,167,0,0.02,0.01,0.01,2,0.25,0.06,0.08,0.06
"Yemen",2019,2030,54.9,39.4,350.1,27.7,400,18.4,7.73,296,883,1643,1.08,0.61,56,270,198,0,0.02,0.01,0.01,2,0.24,0.06,0.08,0.06
"Yemen",2020,2131,58.4,42.9,363.3,29,419,18.8,8.12,307,937,1744,1.16,0.68,57,299,221,0,0.02,0.01,0.01,2,0.24,0.06,0.08,0.06
"Yemen",2021,2160,61.7,43.1,366.1,30.9,454,19.4,8.61,333,1018,1949,1.26,0.76,62,320,233,0,0.02,0.01,0.01,2,0.24,0.06,0.08,0.06
"Yemen",2022,2084,57.8,37.5,363.8,29.7,393,18.5,8.11,313,932,1780,1.17,0.65,50,291,212,0,0.02,0.01,0.01,2,0.24,0.06,0.08,0.06
"Zambia",2017,2233,52.6,48.7,371.7,35.5,281,13,10.36,396,985,2278,1.45,0.69,113,618,400,0.02,0.1,0.06,0.06,6,0.91,0.27,0.45,0.28
"Zambia",2018,2261,52.3,50.1,375,36.4,293,13.1,10.71,398,986,2372,1.47,0.7,124,634,410,0.02,0.1,0.06,0.06,6,0.93,0.28,0.45,0.29
"Zambia",2019,2243,46.7,45.6,386.5,37.2,303,12.6,10.55,374,910,2387,1.41,0.64,141,523,343,0.02,0.1,0.06,0.06,6,0.93,0.28,0.45,0.29
"Zambia",2020,2222,45.9,44.9,383.7,36,293,12.4,10.25,361,882,2361,1.36,0.63,137,580,374,0.01,0.1,0.06,0.05,5,0.85,0.26,0.44,0.28
"Zambia",2021,2199,47.7,48.7,368.4,36.5,294,12.6,10.22,371,907,2396,1.38,0.63,129,554,357,0.02,0.11,0.06,0.06,6,0.95,0.29,0.48,0.31
"Zambia",2022,2159,48.7,48.7,357.9,35,290,12.4,9.91,367,914,2316,1.37,0.63,113,493,324,0.02,0.11,0.06,0.06,6,0.95,0.29,0.48,0.31
"Zimbabwe",2017,2048,55.9,65.7,288.7,21.5,237,9.9,9.2,290,904,1620,1,0.71,34,358,261,0.01,0.04,0.02,0.02,2,0.33,0.11,0.18,0.12
"Zimbabwe",2018,2068,54.8,67.1,291.3,21.5,234,9.9,9.08,289,896,1578,0.99,0.72,32,358,262,0.01,0.03,0.02,0.02,2,0.27,0.09,0.16,0.1
"Zimbabwe",2019,2027,54.4,64.3,288.1,21.8,249,10,9.14,288,906,1554,1,0.69,32,310,220,0,0.03,0.01,0.02,1,0.21,0.07,0.13,0.08
"Zimbabwe",2020,2017,57,69.4,271.5,21.8,234,10.8,9.38,285,911,1639,1.01,0.75,30,626,530,0,0.03,0.02,0.02,1,0.23,0.08,0.13,0.08
"Zimbabwe",2021,2058,58,73.7,272.3,20.6,247,10.6,9.49,279,927,1626,0.98,0.83,31,668,569,0,0.02,0.01,0.01,1,0.19,0.06,0.1,0.06
"Zimbabwe",2022,2041,57,75.2,266,19.5,237,10.3,9.33,267,899,1572,0.94,0.82,31,668,572,0,0.02,0.01,0.01,1,0.19,0.06,0.1,0.06
